
1.242, 8.9999823927036946, -3.9759062953302937e-08
1.2770000000000001, 8.9999820923922602, -4.5475518382839571e-08
1.31, 8.9999815325607013, -4.6088288817825711e-08
1.343, 8.9999806513752159, -4.6465940978009236e-08
1.4100000000000001, 8.9999806879812816, 3.284913510578194e-07
1.4100000000000001, 8.9999806879812816, 3.284913510578194e-07
1.443, 8.999980688201239, 3.4396259995298446e-07
1.477, 8.9999806850209261, 3.6239875937485767e-07
1.51, 8.9999806818345167, 3.8115580689240531e-07
1.542, 8.9999806786278018, 4.0004452612902237e-07
1.577, 8.9994115339987228, 5.6881552458361094e-07
1.6099999999999999, 8.9978032195835969, 5.7489545628227714e-07
1.643, 8.9951523973508838, 5.4059060615342697e-07
1.677, 8.9913381907707208, 4.3446608285175238e-07
1.707, 8.9866490265751953, 4.0930522418581001e-07
1.7429999999999999, 8.9816966957259705, 4.7146744393940974e-07
1.7770000000000001, 8.9765933462388396, 5.4671397433813679e-07
1.81, 8.9716394012986065, 6.0693853992071571e-07
1.843, 8.9667684957282958, 5.7870003110174578e-07
1.877, 8.9619267731835492, 5.3910587350874204e-07
1.9100000000000001, 8.9574073786434685, 5.5370459977301968e-07
1.943, 8.953047532997406, 5.4054244480851653e-07
1.977, 8.9486859030881796, 2.7645538702278005e-06
2.01, 8.944575449725706, 2.0956332582618383e-06
2.043, 8.9406843241908476, 2.091584069969658e-06
2.077, 8.9368138606507994, 1.9127128612870911e-06
2.11, 8.933194124263748, 1.8136831478317352e-06
2.143, 8.9297040224292914, 1.7978363021587142e-06
2.177, 8.9262337784497756, 1.8196735026784128e-06
2.21, 8.922981979916937, 1.8654206678171582e-06
2.242, 8.9198452714407885, 1.9327568038728256e-06
2.277, 8.9167247895939159, 2.0197854408249299e-06
2.307, 8.9137996558309514, 2.114158689583989e-06
2.343, 8.9109773524048954, 2.2100447746983732e-06
2.377, 8.9081692339986756, 2.3067250043329415e-06
2.41, 8.905536619131599, 2.4145628851233149e-06
2.443, 8.9029961043952479, 2.5337276063725805e-06
2.477, 8.9004672770620932, 2.6479327133001623e-06
2.51, 8.8980962589162846, 2.755100025715889e-06
2.54, 8.8958082529437572, 2.8588397450875401e-06
2.577, 8.8935315150892329, 2.9616052622404099e-06
2.61, 8.8913968662755867, 3.0558575178414482e-06
2.642, 8.889336929538608, 3.1469151917792602e-06
2.676, 8.8872869204211273, 3.238277864509662e-06
2.71, 8.8853648273515908, 3.3241022723355968e-06
2.743, 8.8835100061889651, 3.4083581462096617e-06
2.771, 8.881664134425856, 3.4931134991043464e-06
2.81, 8.879933493428501, 3.5745459376445649e-06
2.842, 8.8782635099854303, 3.6501416699479979e-06
2.877, 8.8766018732225618, 3.6781623154539758e-06
2.91, 8.8750450193648085, 3.6971546237504947e-06
2.943, 8.8735430309386185, 3.7005840686682476e-06
2.9770000000000003, 8.8720486869330184, 3.6890294395384677e-06
3.01, 8.8706478291850495, 3.6631345681621329e-06
3.043, 8.8692962355127509, 3.6199981080152783e-06
3.077, 8.8679513178862166, 3.5561532206573048e-06
3.109, 8.8666904954853791, 3.4704014061522644e-06
3.143, 8.8654736707491075, 3.3597432756178984e-06
3.177, 8.8642622822938577, 3.2312574936401216e-06
3.21, 8.8631268589912935, 3.0665404630456366e-06
3.243, 8.8620314739759429, 2.8800221041731988e-06
3.277, 8.8609415939158929, 2.671056736819625e-06
3.31, 8.8599199042171062, 2.4296995487586932e-06
3.343, 8.8589342640263258, 2.1782124903047929e-06
3.375, 8.857953635541568, 1.9049578081137309e-06
3.41, 8.8570344354766686, 1.6172072987166034e-06
3.443, 8.8561477938803446, 1.3080004708837048e-06
3.477, 8.8552658073701238, 9.6897156765417672e-07
3.51, 8.8544399055221703, 6.5667374464390157e-07
3.543, 8.8536438167287699, 3.6919637590798637e-07
3.577, 8.8528522560633132, -6.6031439493934447e-08
3.609, 8.8521108245345683, -5.1251618329462549e-07
3.643, 8.8513939141569491, -1.0144706251776165e-06
3.674, 8.8506830197817603, -1.4587909288694683e-06
3.71, 8.8500160495190325, -1.8358559823388755e-06
3.743, 8.8493754854680926, -2.2490298919596368e-06
3.777, 8.8487402557312862, -2.6417732147397798e-06
3.809, 8.8481534867864085, -3.238049245419942e-06
3.843, 8.8475999591749837, -4.0674697210389967e-06
3.877, 8.8470723296793992, -5.991929256525033e-06
3.91, 8.8466189515872102, -7.6695371481423859e-06
3.943, 8.8462380370595035, -2.2846499608749135e-06
3.973, 8.8459027114392139, 2.6997398647990908e-06
4.01, 8.8456120282128801, 6.0965014931307431e-06
4.043, 8.8453398391294407, 8.6165836962244688e-06
4.077, 8.8450623385522409, 1.0620477583029289e-05
4.11, 8.8447808536501924, 1.2019967023303807e-05
4.143, 8.8444738852118441, 1.2938366802889983e-05
4.177, 8.8441192606668277, 1.3352154863607432e-05
4.21, 8.8437312094461387, 1.331551593683292e-05
4.243, 8.8433089907339575, 1.2926066102036091e-05
4.277, 8.8428866240654784, 1.2412207468106187e-05
4.31, 8.8424900620849893, 1.1883877903911754e-05
4.343, 8.8421075004161533, 1.1315726735140834e-05
4.377, 8.8417271986012373, 1.0682205033432554e-05
4.41, 8.8413710909653318, 1.0021298228995498e-05
4.443, 8.8410276712719522, 9.31687681072221e-06
4.477, 8.8406860589946827, 8.5468406920658863e-06
4.51, 8.8403660564565563, 7.7597089346897254e-06
4.543, 8.8400566103468012, 6.9338257205334077e-06
4.577, 8.8397485219389953, 6.04265808717107e-06
4.61, 8.8394597874363825, 5.1427081683154722e-06
4.643, 8.8391811806040117, 4.2104629002011384e-06
4.677, 8.8389039396830089, 3.217393115956249e-06
4.709, 8.8386439969828636, 2.2232881359539821e-06
4.743, 8.8383931550527421, 1.2019162759044382e-06
4.777, 8.8381435247455435, 1.2216429028707993e-07
4.809, 8.8379105500198154, -9.4817985323433437e-07
4.843, 8.8376893122482159, -2.0301987531134606e-06
4.877, 8.8374757614932786, -3.1500436464431851e-06
4.91, 8.8372842887062397, -4.2348563118302824e-06
4.943, 8.8371105466814299, -5.3098715691742502e-06
4.977, 8.8369516222374553, -6.4005827541320525e-06
5.009, 8.8368176507163394, -7.450438247247067e-06
5.042, 8.8367067168786573, -8.4831480708471145e-06
5.077, 8.8366176212273775, -9.5526410767638613e-06
5.11, 8.8365551601643304, -1.0673548402137515e-05
5.143, 8.8365070722281924, -1.18304160467898e-05
5.174, 8.8364557434211726, -1.3705254711401322e-05
5.21, 8.8362289225315536, -1.2446387025875292e-05
5.243, 8.8356005539860547, -2.6205915943232539e-05
5.277, 8.8344283028632145, -6.1379794658505282e-05
5.31, 8.8331026692293904, -0.00010440926843106305
5.343, 8.8322211157776245, -0.00012825670925618009
5.377, 8.8320283257477854, -0.00013168283317490512
5.41, 8.8323491434573356, -0.00012551781647571526
5.443, 8.8327766498440941, -0.00011797450565738553
5.476, 8.8332491292476671, -0.0001099119166341801
5.51, 8.8337354677799205, -0.00010187714406682721
5.543, 8.8342495791070661, -9.3660519920331649e-05
5.577, 8.83481027360701, -8.5007706474505464e-05
5.61, 8.8353836919777766, -7.6473886442062817e-05
5.643, 8.8359861668130719, -6.7827336912905384e-05
5.677, 8.8366392738969353, -5.8806334181403232e-05
5.71, 8.8373034462326903, -4.9992864696644804e-05
5.743, 8.8379974908047991, -4.1149628168078259e-05
5.772, 8.8387458173401274, -3.2010806610608093e-05
5.8100000000000005, 8.8395029680203034, -2.3158525919821633e-05
5.843, 8.8402902846853415, -1.4351844862486278e-05
5.877, 8.8411350262058779, -5.3289682505654868e-06
5.91, 8.8419853790616756, 3.3319548843474612e-06
5.943, 8.842865112632035, 1.1870478738978534e-05
5.977, 8.8438051762622241, 2.0546466460593126e-05
6.01, 8.8447484778264656, 2.8811007854787556e-05
6.043, 8.845721753718756, 3.6899314264986864e-05
6.076, 8.8467581143655369, 4.5063639281531248e-05
