
1.206, 1.4999822674758039, -3.9505900545414061e-08
1.238, 1.4999823927036946, -3.9759062584154544e-08
1.2730000000000001, 1.499982092392258, -4.547551918063894e-08
1.305, 1.4999815325606993, -4.6088290082348916e-08
1.339, 1.4999806513752136, -4.6465940845591729e-08
1.371, 1.4999804307750497, 2.9852004236365453e-07
1.405, 1.4999806879812783, 3.2849135109354386e-07
1.439, 1.4999806882012416, 3.4396259993430833e-07
1.473, 1.499980685020929, 3.6239875992540839e-07
1.506, 1.4999806818345183, 3.8115580733917427e-07
1.5390000000000001, 1.4999806786278049, 4.0004452638459428e-07
1.572, 1.4999806753206979, 4.1952662029064752e-07
1.605, 1.4999806721103748, 4.3843885359019056e-07
1.639, 1.4999806688999664, 4.5735159812026018e-07
1.671, 1.4999806655922472, 4.768375851659813e-07
1.706, 1.4999806623817968, 4.9575051923357966e-07
1.739, 1.4999806591713312, 5.146635070464174e-07
1.7730000000000001, 1.4999806558635633, 5.3414966981865286e-07
1.806, 1.4999806526530681, 5.53062761916882e-07
1.839, 1.4999806494425583, 5.7197590432519705e-07

2.709, 1.4999822674758039, -3.9505900545414061e-08
2.742, 1.4999823927036946, -3.9759062584154544e-08
2.773, 1.499982092392258, -4.547551918063894e-08
2.809, 1.4999815325606993, -4.6088290082348916e-08
2.842, 1.4999806513752136, -4.6465940845591729e-08
2.875, 1.4999804307750497, 2.9852004236365453e-07
2.909, 1.4999806879812783, 3.2849135109354386e-07
2.941, 1.4999806882012416, 3.4396259993430833e-07
2.976, 1.499980685020929, 3.6239875992540839e-07
3.008, 1.4999806818345183, 3.8115580733917427e-07
3.041, 1.4999806786278049, 4.0004452638459428e-07
3.076, 1.4999806753206979, 4.1952662029064752e-07
3.108, 1.4999806721103748, 4.3843885359019056e-07
3.141, 1.4999806688999664, 4.5735159812026018e-07
3.176, 1.4999806655922472, 4.768375851659813e-07
